abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
,https://www.nytimes.com/1851/09/29/archives/front-page-7-no-title.html,,,,The New York Times,[],"{'main': 'Front Page 7 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Front Page 7 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/41a73b2b-0f83-528c-b5ef-2f2d26da06bc,0,nyt://article/41a73b2b-0f83-528c-b5ef-2f2d26da06bc
"By the arrival of the bark Chase, Capt. CHASE, at this port from Turks Island 13th September, we have received files of Grand Turk papers to the loth ult:. In consequence of many vessels having lately arrived at Turks Island in ballast, while the Provision markets 'continue to give remunerative prices;  ",https://www.nytimes.com/1851/10/01/archives/from-turks-island.html,,,2,The New York Times,[],"{'main': 'From Turks Island.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'From Turks Island.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/41c491ac-bd75-56f3-8729-fe370044e77c,0,nyt://article/41c491ac-bd75-56f3-8729-fe370044e77c
,https://www.nytimes.com/1851/10/01/archives/died.html,,,4,The New York Times,[],"{'main': 'DIED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DIED.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/43bffe4e-27ba-5850-bf43-475001be8c41,0,nyt://article/43bffe4e-27ba-5850-bf43-475001be8c41
,https://www.nytimes.com/1851/09/29/archives/financial.html,,,3,The New York Times,[],"{'main': 'FINANCIAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINANCIAL.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/46256420-c776-5a91-a867-cc0db0e6f4ec,0,nyt://article/46256420-c776-5a91-a867-cc0db0e6f4ec
"It is a little remarkable, the regularity with which political cycles recur. The rule of cause and effect is as binding in politics as in every other science. Texas was wanted as an accession to this already overgrown federation. The arguments for annexation were abundant, and among them was the statement that Texas had already; formed a portion of the Union, and had been violently and improperly dissevered.  ",https://www.nytimes.com/1851/09/30/archives/cuba-a-part-of-this-continent.html,,,2,The New York Times,[],"{'main': 'Cuba a Part of this Continent.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Cuba a Part of this Continent.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/46a85233-d8fb-5d72-a7a7-91af1d82d037,0,nyt://article/46a85233-d8fb-5d72-a7a7-91af1d82d037
,https://www.nytimes.com/1851/09/29/archives/heavy-storm-at-the-east.html,,,2,The New York Times,[],"{'main': 'Heavy Storm at the East.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Heavy Storm at the East.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/48dda857-9c98-5406-87d4-03a1e483c2d4,0,nyt://article/48dda857-9c98-5406-87d4-03a1e483c2d4
,https://www.nytimes.com/1851/09/29/archives/front-page-1-no-title.html,,,,The New York Times,[],"{'main': 'Front Page 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Front Page 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/48efee08-1748-527e-8170-982f1c083b92,0,nyt://article/48efee08-1748-527e-8170-982f1c083b92
Management in England (Ed),https://www.nytimes.com/1851/09/29/archives/english-railways.html,Management in England (Ed),,2,The New York Times,[],"{'main': 'English Railways.', 'kicker': None, 'content_kicker': None, 'print_headline': 'English Railways.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/494028ee-7a66-5aee-80b9-0b87b6cf36a6,0,nyt://article/494028ee-7a66-5aee-80b9-0b87b6cf36a6
,https://www.nytimes.com/1851/10/01/archives/gold-digging-in-oregon-territory.html,,,3,The New York Times,[],"{'main': 'Gold Digging in Oregon Territory.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Gold Digging in Oregon Territory.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/4948e839-6bc4-5485-ac1a-0897f68de1c8,0,nyt://article/4948e839-6bc4-5485-ac1a-0897f68de1c8
British Colonial policy,https://www.nytimes.com/1851/09/29/archives/england-the-arctic-expedition.html,British Colonial policy,,,The New York Times,[],"{'main': 'ENGLAND.; The Arctic Expedition.', 'kicker': None, 'content_kicker': None, 'print_headline': 'ENGLAND.; The Arctic Expedition.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Canada', 'rank': 1, 'major': 'N'}]",1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/4ac2ee92-81b3-53e2-9f27-e279bb5070cb,0,nyt://article/4ac2ee92-81b3-53e2-9f27-e279bb5070cb
"This school of political morals, which begins with teaching as that the Fugitive Slave compact of the Constitution is an "" atrocious bargain,"" and in its progress advises or even countenances resistance to the enactments made under it, sometimes pronouncing them ""unconstitutional,"" and at other times ""both against conscience and God;"" and afterwards palliates or perverts all the atrocities of resistance,  ",https://www.nytimes.com/1851/09/30/archives/the-christiana-treason.html,,,2,The New York Times,[],"{'main': 'The Christiana ""Treason.""', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Christiana ""Treason.""', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/4af33f2e-2fca-5517-8c5a-f8da34b6191a,0,nyt://article/4af33f2e-2fca-5517-8c5a-f8da34b6191a
Journal of Com. endorses his honesty,https://www.nytimes.com/1851/09/30/archives/topics-of-the-day.html,Journal of Com. endorses his honesty,,4,The New York Times,[],"{'main': 'TOPICS OF THE DAY.', 'kicker': None, 'content_kicker': None, 'print_headline': 'TOPICS OF THE DAY.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/4b868d4d-2ba3-5afe-aca6-3c8185eb5197,0,nyt://article/4b868d4d-2ba3-5afe-aca6-3c8185eb5197
Favours Internal Improvements by Fed Govt.,https://www.nytimes.com/1851/09/29/archives/news-by-the-mails.html,Favours Internal Improvements by Fed Govt.,,2,The New York Times,[],"{'main': 'NEWS BY THE MAILS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'NEWS BY THE MAILS.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/4d319311-1506-5b15-b3ab-d9f01ed22c77,0,nyt://article/4d319311-1506-5b15-b3ab-d9f01ed22c77
"ARRIVAL OF THE MISSOURI.--The U. S. Mail steamship Missouri, Capt. BERRY, arrived at this port last night from Charleston. She has twenty. eight passengers, and the following amounts of specie;  ",https://www.nytimes.com/1851/09/30/archives/article-6-no-title.html,,,2,The New York Times,[],"{'main': 'Article 6 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 6 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5026bd9d-c240-5811-a72b-830645987470,0,nyt://article/5026bd9d-c240-5811-a72b-830645987470
,https://www.nytimes.com/1851/10/01/archives/financial.html,,,3,The New York Times,[],"{'main': 'FINANCIAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINANCIAL.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/50ae8fda-5a05-59bd-921a-0a545c4d50e9,0,nyt://article/50ae8fda-5a05-59bd-921a-0a545c4d50e9
His stumping closed by sudden illness,https://www.nytimes.com/1851/09/30/archives/politics-in-mississippicol-jeflerson-davis-from-the-neworleans.html,His stumping closed by sudden illness,,3,The New York Times,[],"{'main': 'Politics in Mississippi--Col Jeflerson Davis; From The New-Orleans Delta.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Politics in Mississippi--Col Jeflerson Davis; From The New-Orleans Delta.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'DAVIS, JEFFERSON', 'rank': 1, 'major': 'N'}]",1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/520d437e-81bd-59c7-ad3c-15939eb66a11,0,nyt://article/520d437e-81bd-59c7-ad3c-15939eb66a11
,https://www.nytimes.com/1851/10/01/archives/whig-convention-at-middlesex-mass.html,,,2,The New York Times,[],"{'main': 'Whig Convention at Middlesex, Mass.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Whig Convention at Middlesex, Mass.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/53faa3c2-d7a7-50a6-932c-31d11dc07c07,0,nyt://article/53faa3c2-d7a7-50a6-932c-31d11dc07c07
,https://www.nytimes.com/1851/09/29/archives/from-bermuda.html,,,,The New York Times,[],"{'main': 'From Bermuda.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'From Bermuda.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/57986939-fd30-533a-b6ef-e3b8dbed3322,0,nyt://article/57986939-fd30-533a-b6ef-e3b8dbed3322
"THE QUEENS' COUNTY FAIR.--This Fair is Appointed to be held to-morrow, and we consider it one of those matters well worthy of attention in more than one point of view.  ",https://www.nytimes.com/1851/10/01/archives/brooklyn-the-queens-county-fair-the-fourth-district-stationhouse.html,,,1,The New York Times,[],"{'main': ""BROOKLYN.; THE QUEENS' COUNTY FAIR THE FOURTH DISTRICT STATION-HOUSE.- FALLING OF A BANK THE LONG ISLAND RAILROAD AND THE CITY OF BROOKLYN. LONG ISLAND RAILROAD. THE LONG ISLAND RAILROD CASE. A NEWSPAPER THIEF CAUGHT. UNEXPECTED ARRIVAL OF A CITIZEN. FUNERAL. KINGS COUNTY SCHOOL CENSUS. FINED. VAGRANCY. FATAL ACCIDENT ON THE LONG ISLAND RAILROAD. CHILD MURDER CITY COURT"", 'kicker': '1', 'content_kicker': None, 'print_headline': ""BROOKLYN.; THE QUEENS' COUNTY FAIR THE FOURTH DISTRICT STATION-HOUSE.- FALLING OF A BANK THE LONG ISLAND RAILROAD AND THE CITY OF BROOKLYN. LONG ISLAND RAILROAD. THE LONG ISLAND RAILROD CASE. A NEWSPAPER THIEF CAUGHT. UNEXPECTED ARRIVAL OF A CITIZEN. FUNERAL. KINGS COUNTY SCHOOL CENSUS. FINED. VAGRANCY. FATAL ACCIDENT ON THE LONG ISLAND RAILROAD. CHILD MURDER CITY COURT"", 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/58c7baa2-777e-5887-b20a-a7d4274084eb,0,nyt://article/58c7baa2-777e-5887-b20a-a7d4274084eb
,https://www.nytimes.com/1851/10/01/archives/marine-intelligence-cleared-arrived-by-telegraph-domestic-ports.html,,,4,The New York Times,[],"{'main': 'MARINE INTELLIGENCE.; Cleared. Arrived. By Telegraph. Domestic Ports. Foreign Ports. Spoken, &c.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARINE INTELLIGENCE.; Cleared. Arrived. By Telegraph. Domestic Ports. Foreign Ports. Spoken, &c.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/59f0aa4b-a851-5280-ae2d-84fc0b399961,0,nyt://article/59f0aa4b-a851-5280-ae2d-84fc0b399961
,https://www.nytimes.com/1851/10/01/archives/the-mayor-of-neworleans-and-the-spanish-consul.html,,,2,The New York Times,[],"{'main': 'The Mayor of New-Orleans and the Spanish consul.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Mayor of New-Orleans and the Spanish consul.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5a318d38-65aa-57b7-a158-b20a7312f555,0,nyt://article/5a318d38-65aa-57b7-a158-b20a7312f555
London Chronicle upon Cuba,https://www.nytimes.com/1851/09/29/archives/spain-the-cuban-question-in-spain-from-the-london-morning-chronicle.html,London Chronicle upon Cuba,,,The New York Times,[],"{'main': 'SPAIN.; The Cuban Question In Spain. From the London Morning Chronicle.', 'kicker': None, 'content_kicker': None, 'print_headline': 'SPAIN.; The Cuban Question In Spain. From the London Morning Chronicle.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5a8c8efe-4804-5e44-8da1-ee968c5d544b,0,nyt://article/5a8c8efe-4804-5e44-8da1-ee968c5d544b
"The Courier and Enquirer reviews the present condition of Mexico, expresses the belief that she is fast losing all strength and vitality, and says she has"" hardly a single recuperative power or influence in her physical system."" Among the causes enumerated, which threaten her speedy dissolution are,  ",https://www.nytimes.com/1851/10/01/archives/topics-of-the-day.html,,,4,The New York Times,[],"{'main': 'TOPICS OF THE DAY.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TOPICS OF THE DAY.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5ac3d1ac-8fa1-5046-8daf-7a8702de6530,0,nyt://article/5ac3d1ac-8fa1-5046-8daf-7a8702de6530
Speech at Tammany Ratification meeting,https://www.nytimes.com/1851/09/30/archives/opening-of-the-campaign-democratic-ratification-meeting-at-tammany.html,Speech at Tammany Ratification meeting,,2,The New York Times,[],"{'main': 'OPENING OF THE CAMPAIGN.; Democratic Ratification Meeting at Tammany Hall.', 'kicker': None, 'content_kicker': None, 'print_headline': 'OPENING OF THE CAMPAIGN.; Democratic Ratification Meeting at Tammany Hall.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5b1d159a-6def-5516-9127-2b02f389fe55,0,nyt://article/5b1d159a-6def-5516-9127-2b02f389fe55
His memory,https://www.nytimes.com/1851/09/30/archives/article-21-no-title.html,His memory,,2,The New York Times,[],"{'main': 'Article 21 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 21 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5b69bd31-59d7-5de1-aad6-813844d82f44,0,nyt://article/5b69bd31-59d7-5de1-aad6-813844d82f44
,https://www.nytimes.com/1851/09/29/archives/the-telegraph-case.html,,,2,The New York Times,[],"{'main': 'The Telegraph Case.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Telegraph Case.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5e6472ed-dc80-5564-9160-338077168c4f,0,nyt://article/5e6472ed-dc80-5564-9160-338077168c4f
,https://www.nytimes.com/1851/10/01/archives/masonic-celebration-at-philadelphia.html,,,2,The New York Times,[],"{'main': 'Masonic Celebration at Philadelphia.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Masonic Celebration at Philadelphia.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5f59dd10-ff2b-5a01-a71c-78c40a134f66,0,nyt://article/5f59dd10-ff2b-5a01-a71c-78c40a134f66
"OVER AND TERMINER.--Saturday.--Before Chief Justice EDMONDS, Aldermen KELLY and CHAPMAN.--Sentence of the Convicts tried for Murder,--This morning, at a very early hour, there was a crowd of people, of all classes, in and around the passages leading to the court-room, in the new City Hall, auxious to be present at the ceremony of sentencing the prisoners who had been tried for murder. At 9 1/2 o'clock, the doors Were.  ",https://www.nytimes.com/1851/09/29/archives/sentence-of-the-murderers.html,,,4,The New York Times,[],"{'main': 'Sentence of the Murderers.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Sentence of the Murderers.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/60875154-43f5-571a-9f56-26cdb898e56b,0,nyt://article/60875154-43f5-571a-9f56-26cdb898e56b
,https://www.nytimes.com/1851/09/29/archives/article-20-no-title.html,,,2,The New York Times,[],"{'main': 'Article 20 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 20 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6132d8f1-056f-5b1a-89ab-1b6a23a86468,0,nyt://article/6132d8f1-056f-5b1a-89ab-1b6a23a86468
"AN EARLY-RISING MACHINE.--One of the Birmingham contributions to the World's Fair that affords a considerable amount of amusement, and attracts a good deal of attention, is the alarm bedstead, invented by Savage, of St. James' Square, and manufactured by Peeton  Harlow. To many persons this will be an invention of real utility;  ",https://www.nytimes.com/1851/09/30/archives/article-23-no-title.html,,,3,The New York Times,[],"{'main': 'Article 23 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 23 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/61e55484-57e6-537e-999b-5475e933b8cb,0,nyt://article/61e55484-57e6-537e-999b-5475e933b8cb
His services to the Lopez prisoners,https://www.nytimes.com/1851/09/30/archives/havana-departure-of-the-prisoners-for-spainkindness-of-the-english.html,His services to the Lopez prisoners,,3,The New York Times,[],"{'main': 'HAVANA.; Departure of the Prisoners for Spain--Kindness of the English Consul--Mr. Thrasher--More Prisoners brought in--Mija Schlessinger, &c.', 'kicker': None, 'content_kicker': None, 'print_headline': 'HAVANA.; Departure of the Prisoners for Spain--Kindness of the English Consul--Mr. Thrasher--More Prisoners brought in--Mija Schlessinger, &c.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/62511849-cdf0-5a96-b350-1adf22b88b93,0,nyt://article/62511849-cdf0-5a96-b350-1adf22b88b93
,https://www.nytimes.com/1851/09/29/archives/article-22-no-title.html,,,2,The New York Times,[],"{'main': 'Article 22 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 22 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/62c0bcb9-54c0-5f6d-a04d-1ef182b26a19,0,nyt://article/62c0bcb9-54c0-5f6d-a04d-1ef182b26a19
"Addressed to Father Mathew, on hearing of his return to this City. WELCOME, thrice welcome unto thee; Apostle of true Liberty! No blood-stain'd laurels deck thy brow, Yet mighty conqueror art thou. The greatest battle ?? within,  ",https://www.nytimes.com/1851/09/30/archives/lines.html,,,4,The New York Times,[],"{'main': 'LINES', 'kicker': '1', 'content_kicker': None, 'print_headline': 'LINES', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/641d8c8a-2faa-57cc-9d78-aa2e8c72409c,0,nyt://article/641d8c8a-2faa-57cc-9d78-aa2e8c72409c
"BOWERY--Pamon and ?? Mr.  Mrs. White and 'The Miller and his Men, Doors Open at 4. BROADWAY--The Wife and Petticost Government, Poore Open at 7 NIBLO'S.--'Equipment.' Doors open at 7. BURTON'S.--'Markets' and 'Lox and Cox.' Doors open at 7. BROUGHAM'S.--'The Actrees of Padua; Doors Open at 7. CHRISTY'S.--Popular Negro Melodies and Dances. Doors open at 7. BARNUM'S AMERICAN MUSEUM.--Open day and evening.  ",https://www.nytimes.com/1851/09/29/archives/newyork-city-amusement-as-this-evening.html,,,2,The New York Times,[],"{'main': 'NEW-YORK CITY.; AMUSEMENT AS THIS EVENING.', 'kicker': '2', 'content_kicker': None, 'print_headline': 'NEW-YORK CITY.; AMUSEMENT AS THIS EVENING.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6590700f-cd59-58f1-8786-6c8744e4e292,0,nyt://article/6590700f-cd59-58f1-8786-6c8744e4e292
"In England the high price of newspapers renders it impossible for the great mass of the labering classes to keep themselves informed of the news of the day. All the daily papers cost five pence each, equivalent to ten cents, while the wages of a laboring man are far below what they are in this country.  ",https://www.nytimes.com/1851/09/30/archives/laboring-mens-loisure.html,,,2,The New York Times,[],"{'main': ""Laboring Men's Loisure."", 'kicker': '1', 'content_kicker': None, 'print_headline': ""Laboring Men's Loisure."", 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/68f94cf6-c9e1-5b3a-aeb0-99acdb3dfa0c,0,nyt://article/68f94cf6-c9e1-5b3a-aeb0-99acdb3dfa0c
"SELF-COMPLACENCY was never more charmingly illustrated than in an article on ""Journalism,"" wherewith we are favored in Saturday's Evening Express. The one juryman, who had to bring around eleven wrong-headed follows, before he could get a sensible verdict, was no touch to this modest essayist. For instance:  ",https://www.nytimes.com/1851/09/30/archives/article-8-no-title.html,,,2,The New York Times,[],"{'main': 'Article 8 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 8 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6b5f70e9-2f7e-538b-8f03-4af051425d65,0,nyt://article/6b5f70e9-2f7e-538b-8f03-4af051425d65
"The screw-steamer Livorno arrived at Southampton on Thursday from the Mediterranean, Her dates are--Patras, August 26, and Gibraltar, September 3. Her cargo consisted of fruit from the Gulf of Lefanto, amounting to 300 tons. A dispute took place between the British and native merchants at Patras respecting the prices fixed on for the season's fruit. The Greek Government interfered to project native growers.  ",https://www.nytimes.com/1851/09/29/archives/the-levant.html,,,,The New York Times,[],"{'main': 'THE LEVANT.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE LEVANT.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6be810d3-d610-513f-9df8-e0a7e51f017a,0,nyt://article/6be810d3-d610-513f-9df8-e0a7e51f017a
"MICHIAN.--The Democrats of Michigan held their State Convention at Detroit on the 24th inst., and organized by electing Hon. John P. Cook President. The following were among the resolutions adopted:  ",https://www.nytimes.com/1851/09/30/archives/article-20-no-title.html,,,2,The New York Times,[],"{'main': 'Article 20 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 20 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6df247a9-44de-57bb-bae1-24c42131800f,0,nyt://article/6df247a9-44de-57bb-bae1-24c42131800f
,https://www.nytimes.com/1851/09/29/archives/belgium.html,,,,The New York Times,[],"{'main': 'BELGIUM.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'BELGIUM.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6ef66a2e-4ba7-5416-bd87-eafe1fbe12b2,0,nyt://article/6ef66a2e-4ba7-5416-bd87-eafe1fbe12b2
"MONDAY EVENING.--The vague feeling of gloom noticed in the stock markets for the last few days has again increased, and a further decline has taken place of a quarter per cent. Consols, which left off on Saturday at 95 1/4 to 96, opened this morning at 95 1/4 to 95 7/8, and soon receded to 95 5/8 to 95 3/4, at which they remained until the termination of business.  ",https://www.nytimes.com/1851/09/29/archives/commercial-from-the-times-sept-16.html,,,,The New York Times,[],"{'main': 'COMMERCIAL.; From The Times, Sept. 16.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'COMMERCIAL.; From The Times, Sept. 16.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6fbc7b11-2e30-580d-87a0-ec0197dfd530,0,nyt://article/6fbc7b11-2e30-580d-87a0-ec0197dfd530
,https://www.nytimes.com/1851/10/01/archives/insurance.html,,,3,The New York Times,[],"{'main': 'INSURANCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'INSURANCE.', 'name': None, 'seo': None, 'sub': None}",[],1851-10-01T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/72cd0c6a-e9a6-5211-92f6-05106a7c38c8,0,nyt://article/72cd0c6a-e9a6-5211-92f6-05106a7c38c8
"THE CONFLAGRATION AT BUFFALO.--We have received the details of the late disastrous conflagration in Buffalo. The names of the sufferers are as follows: P. P.  L. L. Eaton's planing mill and lumber yard; loss, $50,000, insured for $20,000, $15,000 of which is in Utica offices, and $2,500 in the Buffalo Mutual.  ",https://www.nytimes.com/1851/09/29/archives/front-page-5-no-title.html,,,,The New York Times,[],"{'main': 'Front Page 5 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Front Page 5 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-29T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/73d1183a-8c8e-5926-9d05-08fcff1d6b5a,0,nyt://article/73d1183a-8c8e-5926-9d05-08fcff1d6b5a
"THE GIRARD WILL.-"" Lox"" informs us that we have'nt the hang of the Girard will, because ""Blackstone"" says: ""Corporations, being composed of individuals subject to human frailties, are liable as well as private persons to deviate from the end of their institution.  ",https://www.nytimes.com/1851/09/30/archives/article-16-no-title.html,,,2,The New York Times,[],"{'main': 'Article 16 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 16 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-30T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/753c6cbf-d5e7-528d-8fa4-c8101dd08112,0,nyt://article/753c6cbf-d5e7-528d-8fa4-c8101dd08112
